#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
2128,act_22_49,classroom,5.0,1,,,,d,,,,,,wave,,
2129,act_22_50,classroom,5.0,1,,,,d,,,,,,lie_down,,
2130,act_22_51,classroom,5.0,1,,,,d,,,,,,pick_up,,
2131,act_22_52,classroom,5.0,1,,,,d,,,,,,sit_down,,
2132,act_22_53,classroom,5.0,1,,,,d,,,,,,stand_up,,
2133,act_22_54,classroom,5.0,1,,,,d,,,,,,nothing,,
2134,act_22_55,classroom,5.0,1,,,,e,,,,,,walk,,
2135,act_22_56,classroom,5.0,1,,,,e,,,,,,rotation,,
2136,act_22_57,classroom,5.0,1,,,,e,,,,,,jump,,
2137,act_22_58,classroom,5.0,1,,,,e,,,,,,wave,,
2138,act_22_59,classroom,5.0,1,,,,e,,,,,,lie_down,,
2139,act_22_60,classroom,5.0,1,,,,e,,,,,,pick_up,,
2140,act_22_61,classroom,5.0,1,,,,e,,,,,,sit_down,,
2141,act_22_62,classroom,5.0,1,,,,e,,,,,,stand_up,,
2142,act_22_63,classroom,5.0,1,,,,e,,,,,,nothing,,
2143,act_22_64,classroom,5.0,1,,,,a,,,,,,walk,,
2144,act_22_65,classroom,5.0,1,,,,a,,,,,,rotation,,
2145,act_22_66,classroom,5.0,1,,,,a,,,,,,jump,,
2146,act_22_67,classroom,5.0,1,,,,a,,,,,,wave,,
2147,act_22_68,classroom,5.0,1,,,,a,,,,,,lie_down,,
2148,act_22_69,classroom,5.0,1,,,,a,,,,,,pick_up,,
2149,act_22_70,classroom,5.0,1,,,,a,,,,,,sit_down,,
2150,act_22_71,classroom,5.0,1,,,,a,,,,,,stand_up,,
2151,act_22_72,classroom,5.0,1,,,,a,,,,,,nothing,,
2152,act_22_73,classroom,5.0,1,,,,b,,,,,,walk,,
2153,act_22_74,classroom,5.0,1,,,,b,,,,,,rotation,,
2154,act_22_75,classroom,5.0,1,,,,b,,,,,,jump,,
2155,act_22_76,classroom,5.0,1,,,,b,,,,,,wave,,
2156,act_22_77,classroom,5.0,1,,,,b,,,,,,lie_down,,
2157,act_22_78,classroom,5.0,1,,,,b,,,,,,pick_up,,
2158,act_22_79,classroom,5.0,1,,,,b,,,,,,sit_down,,
2159,act_22_80,classroom,5.0,1,,,,b,,,,,,stand_up,,
2160,act_22_81,classroom,5.0,1,,,,b,,,,,,nothing,,
2161,act_22_82,classroom,5.0,1,,,,c,,,,,,nothing,,
2162,act_22_83,classroom,5.0,1,,,,c,,,,,,walk,,
2163,act_22_84,classroom,5.0,1,,,,c,,,,,,rotation,,
2164,act_22_85,classroom,5.0,1,,,,c,,,,,,jump,,
2165,act_22_86,classroom,5.0,1,,,,c,,,,,,wave,,
2166,act_22_87,classroom,5.0,1,,,,c,,,,,,lie_down,,
2167,act_22_88,classroom,5.0,1,,,,c,,,,,,pick_up,,
2168,act_22_89,classroom,5.0,1,,,,c,,,,,,sit_down,,
2169,act_22_90,classroom,5.0,1,,,,c,,,,,,stand_up,,
2170,act_22_91,classroom,5.0,1,,,,d,,,,,,nothing,,
2171,act_22_92,classroom,5.0,1,,,,d,,,,,,walk,,
2172,act_22_93,classroom,5.0,1,,,,d,,,,,,rotation,,
2173,act_22_94,classroom,5.0,1,,,,d,,,,,,jump,,
2174,act_22_95,classroom,5.0,1,,,,d,,,,,,wave,,
2175,act_22_96,classroom,5.0,1,,,,d,,,,,,lie_down,,
2176,act_22_97,classroom,5.0,1,,,,d,,,,,,pick_up,,
2177,act_22_98,classroom,5.0,1,,,,d,,,,,,sit_down,,
2178,act_22_99,classroom,5.0,1,,,,d,,,,,,stand_up,,
2179,act_23_1,classroom,5.0,1,,,,,e,,,,,,wave,
2180,act_23_2,classroom,5.0,1,,,,,e,,,,,,lie_down,
2181,act_23_3,classroom,5.0,1,,,,,e,,,,,,pick_up,
2182,act_23_4,classroom,5.0,1,,,,,e,,,,,,sit_down,
2183,act_23_5,classroom,5.0,1,,,,,e,,,,,,stand_up,
2184,act_23_6,classroom,5.0,1,,,,,e,,,,,,nothing,
2185,act_23_7,classroom,5.0,1,,,,,e,,,,,,walk,
2186,act_23_8,classroom,5.0,1,,,,,e,,,,,,rotation,
2187,act_23_9,classroom,5.0,1,,,,,e,,,,,,jump,
2188,act_23_10,classroom,5.0,1,,,,,a,,,,,,wave,
2189,act_23_11,classroom,5.0,1,,,,,a,,,,,,lie_down,
2190,act_23_12,classroom,5.0,1,,,,,a,,,,,,pick_up,
2191,act_23_13,classroom,5.0,1,,,,,a,,,,,,sit_down,
2192,act_23_14,classroom,5.0,1,,,,,a,,,,,,stand_up,
2193,act_23_15,classroom,5.0,1,,,,,a,,,,,,nothing,
2194,act_23_16,classroom,5.0,1,,,,,a,,,,,,walk,
2195,act_23_17,classroom,5.0,1,,,,,a,,,,,,rotation,
2196,act_23_18,classroom,5.0,1,,,,,a,,,,,,jump,
2197,act_23_19,classroom,5.0,1,,,,,b,,,,,,wave,
2198,act_23_20,classroom,5.0,1,,,,,b,,,,,,lie_down,
2199,act_23_21,classroom,5.0,1,,,,,b,,,,,,pick_up,
2200,act_23_22,classroom,5.0,1,,,,,b,,,,,,sit_down,
2201,act_23_23,classroom,5.0,1,,,,,b,,,,,,stand_up,
2202,act_23_24,classroom,5.0,1,,,,,b,,,,,,nothing,
2203,act_23_25,classroom,5.0,1,,,,,b,,,,,,walk,
2204,act_23_26,classroom,5.0,1,,,,,b,,,,,,rotation,
2205,act_23_27,classroom,5.0,1,,,,,b,,,,,,jump,
2206,act_23_28,classroom,5.0,1,,,,,c,,,,,,wave,
2207,act_23_29,classroom,5.0,1,,,,,c,,,,,,lie_down,
2208,act_23_30,classroom,5.0,1,,,,,c,,,,,,pick_up,
2209,act_23_31,classroom,5.0,1,,,,,c,,,,,,sit_down,
2210,act_23_32,classroom,5.0,1,,,,,c,,,,,,stand_up,
2211,act_23_33,classroom,5.0,1,,,,,c,,,,,,nothing,
2212,act_23_34,classroom,5.0,1,,,,,c,,,,,,walk,
2213,act_23_35,classroom,5.0,1,,,,,c,,,,,,rotation,
2214,act_23_36,classroom,5.0,1,,,,,c,,,,,,jump,
2215,act_23_37,classroom,5.0,1,,,,,d,,,,,,wave,
2216,act_23_38,classroom,5.0,1,,,,,d,,,,,,lie_down,
2217,act_23_39,classroom,5.0,1,,,,,d,,,,,,pick_up,
2218,act_23_40,classroom,5.0,1,,,,,d,,,,,,sit_down,
2219,act_23_41,classroom,5.0,1,,,,,d,,,,,,stand_up,
2220,act_23_42,classroom,5.0,1,,,,,d,,,,,,nothing,
2221,act_23_43,classroom,5.0,1,,,,,d,,,,,,walk,
2222,act_23_44,classroom,5.0,1,,,,,d,,,,,,rotation,
2223,act_23_45,classroom,5.0,1,,,,,d,,,,,,jump,
2224,act_23_46,classroom,5.0,1,,,,,e,,,,,,rotation,
2225,act_23_47,classroom,5.0,1,,,,,e,,,,,,jump,
2226,act_23_48,classroom,5.0,1,,,,,e,,,,,,wave,
2227,act_23_49,classroom,5.0,1,,,,,e,,,,,,lie_down,
2228,act_23_50,classroom,5.0,1,,,,,e,,,,,,pick_up,
2229,act_23_51,classroom,5.0,1,,,,,e,,,,,,sit_down,
2230,act_23_52,classroom,5.0,1,,,,,e,,,,,,stand_up,
2231,act_23_53,classroom,5.0,1,,,,,e,,,,,,nothing,
2232,act_23_54,classroom,5.0,1,,,,,e,,,,,,walk,
2233,act_23_55,classroom,5.0,1,,,,,a,,,,,,rotation,
2234,act_23_56,classroom,5.0,1,,,,,a,,,,,,jump,
2235,act_23_57,classroom,5.0,1,,,,,a,,,,,,wave,
2236,act_23_58,classroom,5.0,1,,,,,a,,,,,,lie_down,
2237,act_23_59,classroom,5.0,1,,,,,a,,,,,,pick_up,
2238,act_23_60,classroom,5.0,1,,,,,a,,,,,,sit_down,
2239,act_23_61,classroom,5.0,1,,,,,a,,,,,,stand_up,
2240,act_23_62,classroom,5.0,1,,,,,a,,,,,,nothing,
2241,act_23_63,classroom,5.0,1,,,,,a,,,,,,walk,
2242,act_23_64,classroom,5.0,1,,,,,b,,,,,,walk,
2243,act_23_65,classroom,5.0,1,,,,,b,,,,,,rotation,
2244,act_23_66,classroom,5.0,1,,,,,b,,,,,,jump,
2245,act_23_67,classroom,5.0,1,,,,,b,,,,,,wave,
2246,act_23_68,classroom,5.0,1,,,,,b,,,,,,lie_down,
2247,act_23_69,classroom,5.0,1,,,,,b,,,,,,pick_up,
2248,act_23_70,classroom,5.0,1,,,,,b,,,,,,sit_down,
2249,act_23_71,classroom,5.0,1,,,,,b,,,,,,stand_up,
2250,act_23_72,classroom,5.0,1,,,,,b,,,,,,nothing,
2251,act_23_73,classroom,5.0,1,,,,,c,,,,,,walk,
2252,act_23_74,classroom,5.0,1,,,,,c,,,,,,rotation,
2253,act_23_75,classroom,5.0,1,,,,,c,,,,,,jump,
2254,act_23_76,classroom,5.0,1,,,,,c,,,,,,wave,
2255,act_23_77,classroom,5.0,1,,,,,c,,,,,,lie_down,
2256,act_23_78,classroom,5.0,1,,,,,c,,,,,,pick_up,
2257,act_23_79,classroom,5.0,1,,,,,c,,,,,,sit_down,
2258,act_23_80,classroom,5.0,1,,,,,c,,,,,,stand_up,
2259,act_23_81,classroom,5.0,1,,,,,c,,,,,,nothing,
2260,act_23_82,classroom,5.0,1,,,,,d,,,,,,walk,
2261,act_23_83,classroom,5.0,1,,,,,d,,,,,,rotation,
2262,act_23_84,classroom,5.0,1,,,,,d,,,,,,jump,
2263,act_23_85,classroom,5.0,1,,,,,d,,,,,,wave,
2264,act_23_86,classroom,5.0,1,,,,,d,,,,,,lie_down,
2265,act_23_87,classroom,5.0,1,,,,,d,,,,,,pick_up,
2266,act_23_88,classroom,5.0,1,,,,,d,,,,,,sit_down,
2267,act_23_89,classroom,5.0,1,,,,,d,,,,,,stand_up,
2268,act_23_90,classroom,5.0,1,,,,,d,,,,,,nothing,
2269,act_23_91,classroom,5.0,1,,,,,e,,,,,,nothing,
2270,act_23_92,classroom,5.0,1,,,,,e,,,,,,walk,
2271,act_23_93,classroom,5.0,1,,,,,e,,,,,,rotation,
2272,act_23_94,classroom,5.0,1,,,,,e,,,,,,jump,
2273,act_23_95,classroom,5.0,1,,,,,e,,,,,,wave,
2274,act_23_96,classroom,5.0,1,,,,,e,,,,,,lie_down,
2275,act_23_97,classroom,5.0,1,,,,,e,,,,,,pick_up,
2276,act_23_98,classroom,5.0,1,,,,,e,,,,,,sit_down,
2277,act_23_99,classroom,5.0,1,,,,,e,,,,,,stand_up,
2278,act_24_1,classroom,5.0,1,,,,,,a,,,,,,nothing
2279,act_24_2,classroom,5.0,1,,,,,,a,,,,,,walk
2280,act_24_3,classroom,5.0,1,,,,,,a,,,,,,rotation
2281,act_24_4,classroom,5.0,1,,,,,,a,,,,,,jump
2282,act_24_5,classroom,5.0,1,,,,,,a,,,,,,wave
2283,act_24_6,classroom,5.0,1,,,,,,a,,,,,,lie_down
2284,act_24_7,classroom,5.0,1,,,,,,a,,,,,,pick_up
2285,act_24_8,classroom,5.0,1,,,,,,a,,,,,,sit_down
2286,act_24_9,classroom,5.0,1,,,,,,a,,,,,,stand_up
2287,act_24_10,classroom,5.0,1,,,,,,b,,,,,,nothing
2288,act_24_11,classroom,5.0,1,,,,,,b,,,,,,walk
2289,act_24_12,classroom,5.0,1,,,,,,b,,,,,,rotation
2290,act_24_13,classroom,5.0,1,,,,,,b,,,,,,jump
2291,act_24_14,classroom,5.0,1,,,,,,b,,,,,,wave
2292,act_24_15,classroom,5.0,1,,,,,,b,,,,,,lie_down
2293,act_24_16,classroom,5.0,1,,,,,,b,,,,,,pick_up
2294,act_24_17,classroom,5.0,1,,,,,,b,,,,,,sit_down
2295,act_24_18,classroom,5.0,1,,,,,,b,,,,,,stand_up
2296,act_24_19,classroom,5.0,1,,,,,,c,,,,,,nothing
2297,act_24_20,classroom,5.0,1,,,,,,c,,,,,,walk
2298,act_24_21,classroom,5.0,1,,,,,,c,,,,,,rotation
2299,act_24_22,classroom,5.0,1,,,,,,c,,,,,,jump
2300,act_24_23,classroom,5.0,1,,,,,,c,,,,,,wave
2301,act_24_24,classroom,5.0,1,,,,,,c,,,,,,lie_down
2302,act_24_25,classroom,5.0,1,,,,,,c,,,,,,pick_up
2303,act_24_26,classroom,5.0,1,,,,,,c,,,,,,sit_down
2304,act_24_27,classroom,5.0,1,,,,,,c,,,,,,stand_up
2305,act_24_28,classroom,5.0,1,,,,,,d,,,,,,nothing
2306,act_24_29,classroom,5.0,1,,,,,,d,,,,,,walk
2307,act_24_30,classroom,5.0,1,,,,,,d,,,,,,rotation
2308,act_24_31,classroom,5.0,1,,,,,,d,,,,,,jump
2309,act_24_32,classroom,5.0,1,,,,,,d,,,,,,wave
2310,act_24_33,classroom,5.0,1,,,,,,d,,,,,,lie_down
2311,act_24_34,classroom,5.0,1,,,,,,d,,,,,,pick_up
2312,act_24_35,classroom,5.0,1,,,,,,d,,,,,,sit_down
2313,act_24_36,classroom,5.0,1,,,,,,d,,,,,,stand_up
2314,act_24_37,classroom,5.0,1,,,,,,e,,,,,,nothing
2315,act_24_38,classroom,5.0,1,,,,,,e,,,,,,walk
2316,act_24_39,classroom,5.0,1,,,,,,e,,,,,,rotation
2317,act_24_40,classroom,5.0,1,,,,,,e,,,,,,jump
2318,act_24_41,classroom,5.0,1,,,,,,e,,,,,,wave
2319,act_24_42,classroom,5.0,1,,,,,,e,,,,,,lie_down
2320,act_24_43,classroom,5.0,1,,,,,,e,,,,,,pick_up
2321,act_24_44,classroom,5.0,1,,,,,,e,,,,,,sit_down
2322,act_24_45,classroom,5.0,1,,,,,,e,,,,,,stand_up
2323,act_24_46,classroom,5.0,1,,,,,,a,,,,,,nothing
2324,act_24_47,classroom,5.0,1,,,,,,a,,,,,,walk
2325,act_24_48,classroom,5.0,1,,,,,,a,,,,,,rotation
2326,act_24_49,classroom,5.0,1,,,,,,a,,,,,,jump
2327,act_24_50,classroom,5.0,1,,,,,,a,,,,,,wave
2328,act_24_51,classroom,5.0,1,,,,,,a,,,,,,lie_down
2329,act_24_52,classroom,5.0,1,,,,,,a,,,,,,pick_up
2330,act_24_53,classroom,5.0,1,,,,,,a,,,,,,sit_down
2331,act_24_54,classroom,5.0,1,,,,,,a,,,,,,stand_up
2332,act_24_55,classroom,5.0,1,,,,,,b,,,,,,nothing
2333,act_24_56,classroom,5.0,1,,,,,,b,,,,,,walk
2334,act_24_57,classroom,5.0,1,,,,,,b,,,,,,rotation
2335,act_24_58,classroom,5.0,1,,,,,,b,,,,,,jump
2336,act_24_59,classroom,5.0,1,,,,,,b,,,,,,wave
2337,act_24_60,classroom,5.0,1,,,,,,b,,,,,,lie_down
2338,act_24_61,classroom,5.0,1,,,,,,b,,,,,,pick_up
2339,act_24_62,classroom,5.0,1,,,,,,b,,,,,,sit_down
2340,act_24_63,classroom,5.0,1,,,,,,b,,,,,,stand_up
2341,act_24_64,classroom,5.0,1,,,,,,c,,,,,,nothing
2342,act_24_65,classroom,5.0,1,,,,,,c,,,,,,walk
2343,act_24_66,classroom,5.0,1,,,,,,c,,,,,,rotation
2344,act_24_67,classroom,5.0,1,,,,,,c,,,,,,jump
2345,act_24_68,classroom,5.0,1,,,,,,c,,,,,,wave
2346,act_24_69,classroom,5.0,1,,,,,,c,,,,,,lie_down
2347,act_24_70,classroom,5.0,1,,,,,,c,,,,,,pick_up
2348,act_24_71,classroom,5.0,1,,,,,,c,,,,,,sit_down
2349,act_24_72,classroom,5.0,1,,,,,,c,,,,,,stand_up
2350,act_24_73,classroom,5.0,1,,,,,,d,,,,,,nothing
2351,act_24_74,classroom,5.0,1,,,,,,d,,,,,,walk
2352,act_24_75,classroom,5.0,1,,,,,,d,,,,,,rotation
2353,act_24_76,classroom,5.0,1,,,,,,d,,,,,,jump
2354,act_24_77,classroom,5.0,1,,,,,,d,,,,,,wave
2355,act_24_78,classroom,5.0,1,,,,,,d,,,,,,lie_down
2356,act_24_79,classroom,5.0,1,,,,,,d,,,,,,pick_up
2357,act_24_80,classroom,5.0,1,,,,,,d,,,,,,sit_down
2358,act_24_81,classroom,5.0,1,,,,,,d,,,,,,stand_up
2359,act_24_82,classroom,5.0,1,,,,,,e,,,,,,nothing
2360,act_24_83,classroom,5.0,1,,,,,,e,,,,,,walk
2361,act_24_84,classroom,5.0,1,,,,,,e,,,,,,rotation
2362,act_24_85,classroom,5.0,1,,,,,,e,,,,,,jump
2363,act_24_86,classroom,5.0,1,,,,,,e,,,,,,wave
2364,act_24_87,classroom,5.0,1,,,,,,e,,,,,,lie_down
2365,act_24_88,classroom,5.0,1,,,,,,e,,,,,,pick_up
2366,act_24_89,classroom,5.0,1,,,,,,e,,,,,,sit_down
2367,act_24_90,classroom,5.0,1,,,,,,e,,,,,,stand_up
2368,act_24_91,classroom,5.0,1,,,,,,a,,,,,,nothing
2369,act_24_92,classroom,5.0,1,,,,,,a,,,,,,walk
2370,act_24_93,classroom,5.0,1,,,,,,a,,,,,,rotation
2371,act_24_94,classroom,5.0,1,,,,,,a,,,,,,jump
2372,act_24_95,classroom,5.0,1,,,,,,a,,,,,,wave
2373,act_24_96,classroom,5.0,1,,,,,,a,,,,,,lie_down
2374,act_24_97,classroom,5.0,1,,,,,,a,,,,,,pick_up
2375,act_24_98,classroom,5.0,1,,,,,,a,,,,,,sit_down
2376,act_24_99,classroom,5.0,1,,,,,,a,,,,,,stand_up
3565,act_37_1,meeting_room,2.4,1,a,,,,,,nothing,,,,,
3566,act_37_2,meeting_room,2.4,1,a,,,,,,walk,,,,,
3567,act_37_3,meeting_room,2.4,1,a,,,,,,rotation,,,,,
3568,act_37_4,meeting_room,2.4,1,a,,,,,,jump,,,,,
3569,act_37_5,meeting_room,2.4,1,a,,,,,,wave,,,,,
3570,act_37_6,meeting_room,2.4,1,a,,,,,,lie_down,,,,,
3571,act_37_7,meeting_room,2.4,1,a,,,,,,pick_up,,,,,
3572,act_37_8,meeting_room,2.4,1,a,,,,,,sit_down,,,,,
3573,act_37_9,meeting_room,2.4,1,a,,,,,,stand_up,,,,,
3574,act_37_10,meeting_room,2.4,1,b,,,,,,nothing,,,,,
3575,act_37_11,meeting_room,2.4,1,b,,,,,,walk,,,,,
3576,act_37_12,meeting_room,2.4,1,b,,,,,,rotation,,,,,
3577,act_37_13,meeting_room,2.4,1,b,,,,,,jump,,,,,
3578,act_37_14,meeting_room,2.4,1,b,,,,,,wave,,,,,
3579,act_37_15,meeting_room,2.4,1,b,,,,,,lie_down,,,,,
3580,act_37_16,meeting_room,2.4,1,b,,,,,,pick_up,,,,,
3581,act_37_17,meeting_room,2.4,1,b,,,,,,sit_down,,,,,
3582,act_37_18,meeting_room,2.4,1,b,,,,,,stand_up,,,,,
3583,act_37_19,meeting_room,2.4,1,c,,,,,,nothing,,,,,
3584,act_37_20,meeting_room,2.4,1,c,,,,,,walk,,,,,
3585,act_37_21,meeting_room,2.4,1,c,,,,,,rotation,,,,,
3586,act_37_22,meeting_room,2.4,1,c,,,,,,jump,,,,,
3587,act_37_23,meeting_room,2.4,1,c,,,,,,wave,,,,,
3588,act_37_24,meeting_room,2.4,1,c,,,,,,lie_down,,,,,
3589,act_37_25,meeting_room,2.4,1,c,,,,,,pick_up,,,,,
3590,act_37_26,meeting_room,2.4,1,c,,,,,,sit_down,,,,,
3591,act_37_27,meeting_room,2.4,1,c,,,,,,stand_up,,,,,
3592,act_37_28,meeting_room,2.4,1,d,,,,,,nothing,,,,,
3593,act_37_29,meeting_room,2.4,1,d,,,,,,walk,,,,,
3594,act_37_30,meeting_room,2.4,1,d,,,,,,rotation,,,,,
3595,act_37_31,meeting_room,2.4,1,d,,,,,,jump,,,,,
3596,act_37_32,meeting_room,2.4,1,d,,,,,,wave,,,,,
3597,act_37_33,meeting_room,2.4,1,d,,,,,,lie_down,,,,,
3598,act_37_34,meeting_room,2.4,1,d,,,,,,pick_up,,,,,
3599,act_37_35,meeting_room,2.4,1,d,,,,,,sit_down,,,,,
3600,act_37_36,meeting_room,2.4,1,d,,,,,,stand_up,,,,,
3601,act_37_37,meeting_room,2.4,1,e,,,,,,nothing,,,,,
3602,act_37_38,meeting_room,2.4,1,e,,,,,,walk,,,,,
3603,act_37_39,meeting_room,2.4,1,e,,,,,,rotation,,,,,
3604,act_37_40,meeting_room,2.4,1,e,,,,,,jump,,,,,
3605,act_37_41,meeting_room,2.4,1,e,,,,,,wave,,,,,
3606,act_37_42,meeting_room,2.4,1,e,,,,,,lie_down,,,,,
3607,act_37_43,meeting_room,2.4,1,e,,,,,,pick_up,,,,,
3608,act_37_44,meeting_room,2.4,1,e,,,,,,sit_down,,,,,
3609,act_37_45,meeting_room,2.4,1,e,,,,,,stand_up,,,,,
3610,act_37_46,meeting_room,2.4,1,a,,,,,,nothing,,,,,
3611,act_37_47,meeting_room,2.4,1,a,,,,,,walk,,,,,
3612,act_37_48,meeting_room,2.4,1,a,,,,,,rotation,,,,,
3613,act_37_49,meeting_room,2.4,1,a,,,,,,jump,,,,,
3614,act_37_50,meeting_room,2.4,1,a,,,,,,wave,,,,,
3615,act_37_51,meeting_room,2.4,1,a,,,,,,lie_down,,,,,
3616,act_37_52,meeting_room,2.4,1,a,,,,,,pick_up,,,,,
3617,act_37_53,meeting_room,2.4,1,a,,,,,,sit_down,,,,,
3618,act_37_54,meeting_room,2.4,1,a,,,,,,stand_up,,,,,
3619,act_37_55,meeting_room,2.4,1,b,,,,,,nothing,,,,,
3620,act_37_56,meeting_room,2.4,1,b,,,,,,walk,,,,,
3621,act_37_57,meeting_room,2.4,1,b,,,,,,rotation,,,,,
3622,act_37_58,meeting_room,2.4,1,b,,,,,,jump,,,,,
3623,act_37_59,meeting_room,2.4,1,b,,,,,,wave,,,,,
3624,act_37_60,meeting_room,2.4,1,b,,,,,,lie_down,,,,,
3625,act_37_61,meeting_room,2.4,1,b,,,,,,pick_up,,,,,
3626,act_37_62,meeting_room,2.4,1,b,,,,,,sit_down,,,,,
3627,act_37_63,meeting_room,2.4,1,b,,,,,,stand_up,,,,,
3628,act_37_64,meeting_room,2.4,1,c,,,,,,nothing,,,,,
3629,act_37_65,meeting_room,2.4,1,c,,,,,,walk,,,,,
3630,act_37_66,meeting_room,2.4,1,c,,,,,,rotation,,,,,
3631,act_37_67,meeting_room,2.4,1,c,,,,,,jump,,,,,
3632,act_37_68,meeting_room,2.4,1,c,,,,,,wave,,,,,
3633,act_37_69,meeting_room,2.4,1,c,,,,,,lie_down,,,,,
3634,act_37_70,meeting_room,2.4,1,c,,,,,,pick_up,,,,,
3635,act_37_71,meeting_room,2.4,1,c,,,,,,sit_down,,,,,
3636,act_37_72,meeting_room,2.4,1,c,,,,,,stand_up,,,,,
3637,act_37_73,meeting_room,2.4,1,d,,,,,,nothing,,,,,
3638,act_37_74,meeting_room,2.4,1,d,,,,,,walk,,,,,
3639,act_37_75,meeting_room,2.4,1,d,,,,,,rotation,,,,,
3640,act_37_76,meeting_room,2.4,1,d,,,,,,jump,,,,,
3641,act_37_77,meeting_room,2.4,1,d,,,,,,wave,,,,,
3642,act_37_78,meeting_room,2.4,1,d,,,,,,lie_down,,,,,
3643,act_37_79,meeting_room,2.4,1,d,,,,,,pick_up,,,,,
3644,act_37_80,meeting_room,2.4,1,d,,,,,,sit_down,,,,,
3645,act_37_81,meeting_room,2.4,1,d,,,,,,stand_up,,,,,
3646,act_37_82,meeting_room,2.4,1,e,,,,,,nothing,,,,,
3647,act_37_83,meeting_room,2.4,1,e,,,,,,walk,,,,,
3648,act_37_84,meeting_room,2.4,1,e,,,,,,rotation,,,,,
3649,act_37_85,meeting_room,2.4,1,e,,,,,,jump,,,,,
3650,act_37_86,meeting_room,2.4,1,e,,,,,,wave,,,,,
3651,act_37_87,meeting_room,2.4,1,e,,,,,,lie_down,,,,,
3652,act_37_88,meeting_room,2.4,1,e,,,,,,pick_up,,,,,
3653,act_37_89,meeting_room,2.4,1,e,,,,,,sit_down,,,,,
3654,act_37_90,meeting_room,2.4,1,e,,,,,,stand_up,,,,,
3655,act_37_91,meeting_room,2.4,1,a,,,,,,nothing,,,,,
3656,act_37_92,meeting_room,2.4,1,a,,,,,,walk,,,,,
3657,act_37_93,meeting_room,2.4,1,a,,,,,,rotation,,,,,
3658,act_37_94,meeting_room,2.4,1,a,,,,,,jump,,,,,
3659,act_37_95,meeting_room,2.4,1,a,,,,,,wave,,,,,
3660,act_37_96,meeting_room,2.4,1,a,,,,,,lie_down,,,,,
3661,act_37_97,meeting_room,2.4,1,a,,,,,,pick_up,,,,,
3662,act_37_98,meeting_room,2.4,1,a,,,,,,sit_down,,,,,
3663,act_37_99,meeting_room,2.4,1,a,,,,,,stand_up,,,,,
3664,act_38_1,meeting_room,2.4,1,,b,,,,,,walk,,,,
3665,act_38_2,meeting_room,2.4,1,,b,,,,,,rotation,,,,
3666,act_38_3,meeting_room,2.4,1,,b,,,,,,jump,,,,
3667,act_38_4,meeting_room,2.4,1,,b,,,,,,wave,,,,
3668,act_38_5,meeting_room,2.4,1,,b,,,,,,lie_down,,,,
3669,act_38_6,meeting_room,2.4,1,,b,,,,,,pick_up,,,,
3670,act_38_7,meeting_room,2.4,1,,b,,,,,,sit_down,,,,
3671,act_38_8,meeting_room,2.4,1,,b,,,,,,stand_up,,,,
3672,act_38_9,meeting_room,2.4,1,,b,,,,,,nothing,,,,
3673,act_38_10,meeting_room,2.4,1,,c,,,,,,walk,,,,
3674,act_38_11,meeting_room,2.4,1,,c,,,,,,rotation,,,,
3675,act_38_12,meeting_room,2.4,1,,c,,,,,,jump,,,,
3676,act_38_13,meeting_room,2.4,1,,c,,,,,,wave,,,,
3677,act_38_14,meeting_room,2.4,1,,c,,,,,,lie_down,,,,
3678,act_38_15,meeting_room,2.4,1,,c,,,,,,pick_up,,,,
3679,act_38_16,meeting_room,2.4,1,,c,,,,,,sit_down,,,,
3680,act_38_17,meeting_room,2.4,1,,c,,,,,,stand_up,,,,
3681,act_38_18,meeting_room,2.4,1,,c,,,,,,nothing,,,,
3682,act_38_19,meeting_room,2.4,1,,d,,,,,,walk,,,,
3683,act_38_20,meeting_room,2.4,1,,d,,,,,,rotation,,,,
3684,act_38_21,meeting_room,2.4,1,,d,,,,,,jump,,,,
3685,act_38_22,meeting_room,2.4,1,,d,,,,,,wave,,,,
3686,act_38_23,meeting_room,2.4,1,,d,,,,,,lie_down,,,,
3687,act_38_24,meeting_room,2.4,1,,d,,,,,,pick_up,,,,
3688,act_38_25,meeting_room,2.4,1,,d,,,,,,sit_down,,,,
3689,act_38_26,meeting_room,2.4,1,,d,,,,,,stand_up,,,,
3690,act_38_27,meeting_room,2.4,1,,d,,,,,,nothing,,,,
3691,act_38_28,meeting_room,2.4,1,,e,,,,,,walk,,,,
3692,act_38_29,meeting_room,2.4,1,,e,,,,,,rotation,,,,
3693,act_38_30,meeting_room,2.4,1,,e,,,,,,jump,,,,
3694,act_38_31,meeting_room,2.4,1,,e,,,,,,wave,,,,
3695,act_38_32,meeting_room,2.4,1,,e,,,,,,lie_down,,,,
3696,act_38_33,meeting_room,2.4,1,,e,,,,,,pick_up,,,,
3697,act_38_34,meeting_room,2.4,1,,e,,,,,,sit_down,,,,
3698,act_38_35,meeting_room,2.4,1,,e,,,,,,stand_up,,,,
3699,act_38_36,meeting_room,2.4,1,,e,,,,,,nothing,,,,
3700,act_38_37,meeting_room,2.4,1,,a,,,,,,walk,,,,
3701,act_38_38,meeting_room,2.4,1,,a,,,,,,rotation,,,,
3702,act_38_39,meeting_room,2.4,1,,a,,,,,,jump,,,,
3703,act_38_40,meeting_room,2.4,1,,a,,,,,,wave,,,,
